text,intent,entities
De Kandi jusqu'à Aix-en-Provence,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 17, ""end"": 32, ""label"": ""Destination""}]"
Je dois aller de Tours à Strasbourg pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 22, ""label"": ""Departure""}, {""start"": 25, ""end"": 35, ""label"": ""Destination""}]"
Départ: Bassila Destination: Saint-Étienne,TRIP,"[{""start"": 8, ""end"": 15, ""label"": ""Departure""}, {""start"": 29, ""end"": 42, ""label"": ""Destination""}]"
Je désire un trajet de Saint-Étienne à Le Havre,TRIP,"[{""start"": 23, ""end"": 36, ""label"": ""Departure""}, {""start"": 39, ""end"": 47, ""label"": ""Destination""}]"
Pouvez-vous me transférer le document,NOT_TRIP,[]
Quels sont les horaires de train pour Orléans Lokossa,NOT_TRIP,[]
Trajet de Montreuil à Rennes pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 19, ""label"": ""Departure""}, {""start"": 22, ""end"": 28, ""label"": ""Destination""}]"
Pouvez-vous me donner un billet de Villeurbanne à Strasbourg,NOT_TRIP,[]
Ich muss nach Frankfurt,NOT_FRENCH,[]
"Ein Zug nach Stuttgart, bitte",NOT_FRENCH,[]
uzww,UNKNOWN,[]
Combien coûte Clermont-Ferrand - Aix-en-Provence,NOT_TRIP,[]
Ich möchte ein Ticket nach München,NOT_FRENCH,[]
Danke schön,NOT_FRENCH,[]
Je vais de Sakété à Tours pour affaires,TRIP,"[{""start"": 11, ""end"": 17, ""label"": ""Departure""}, {""start"": 20, ""end"": 25, ""label"": ""Destination""}]"
quoi?,UNKNOWN,[]
Danke schön,NOT_FRENCH,[]
Quels sont les horaires de train pour Nice Villeurbanne,NOT_TRIP,[]
Trajet Pobè → Perpignan,TRIP,"[{""start"": 7, ""end"": 11, ""label"": ""Departure""}, {""start"": 14, ""end"": 23, ""label"": ""Destination""}]"
Félicitations pour votre travail,NOT_TRIP,[]
Quel est le prix du billet Argenteuil Natitingou,NOT_TRIP,[]
Je voudrais confirmer ma réunion,NOT_TRIP,[]
Sakété Nikki,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 7, ""end"": 12, ""label"": ""Destination""}]"
Pouvez-vous me trouver un train de Reims à Angers,NOT_TRIP,[]
What time does the train leave?,NOT_FRENCH,[]
de Nîmes vers Bordeaux,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 14, ""end"": 22, ""label"": ""Destination""}]"
Prix du trajet Sakété Dijon,NOT_TRIP,[]
uzww,UNKNOWN,[]
Quels trains sont disponibles de Rouen à Nice,NOT_TRIP,[]
Pouvez-vous me donner un billet de Dijon à Cotonou,NOT_TRIP,[]
Aller de Djougou vers Bassila,TRIP,"[{""start"": 9, ""end"": 16, ""label"": ""Departure""}, {""start"": 22, ""end"": 29, ""label"": ""Destination""}]"
Quanto costa andare a Firenze?,NOT_FRENCH,[]
depuis Nikki jusqu'à Metz,TRIP,"[{""start"": 7, ""end"": 12, ""label"": ""Departure""}, {""start"": 21, ""end"": 25, ""label"": ""Destination""}]"
C'est combien pour aller de Limoges à Aix-en-Provence,NOT_TRIP,[]
Ich muss nach Frankfurt,NOT_FRENCH,[]
hein?,UNKNOWN,[]
Il reste des places pour Le Mans Brest,NOT_TRIP,[]
A que horas sai o comboio?,NOT_FRENCH,[]
Je voudrais réserver Parakou Lokossa,NOT_TRIP,[]
de Villeurbanne vers Parakou,TRIP,"[{""start"": 3, ""end"": 15, ""label"": ""Departure""}, {""start"": 21, ""end"": 28, ""label"": ""Destination""}]"
De Comè à Kétou,TRIP,"[{""start"": 3, ""end"": 7, ""label"": ""Departure""}, {""start"": 10, ""end"": 15, ""label"": ""Destination""}]"
Wie viel kostet es nach Hamburg?,NOT_FRENCH,[]
Je voyage ce soir de Allada vers Dijon,TRIP,"[{""start"": 21, ""end"": 27, ""label"": ""Departure""}, {""start"": 33, ""end"": 38, ""label"": ""Destination""}]"
Buongiorno,NOT_FRENCH,[]
Pouvez-vous me donner les horaires Limoges Tchaourou,NOT_TRIP,[]
Quel est le numéro du service client,NOT_TRIP,[]
Ich muss nach Frankfurt,NOT_FRENCH,[]
euh...,UNKNOWN,[]
Comment commander un billet Rennes Kétou,NOT_TRIP,[]
Je me déplace la semaine prochaine de Allada à Toulon,TRIP,"[{""start"": 38, ""end"": 44, ""label"": ""Departure""}, {""start"": 47, ""end"": 53, ""label"": ""Destination""}]"
Je souhaite obtenir mon trajet Rouen vers Nantes,TRIP,"[{""start"": 31, ""end"": 36, ""label"": ""Departure""}, {""start"": 42, ""end"": 48, ""label"": ""Destination""}]"
grrr,UNKNOWN,[]
Je rentre à Djougou depuis Cotonou,TRIP,"[{""start"": 27, ""end"": 34, ""label"": ""Departure""}, {""start"": 12, ""end"": 19, ""label"": ""Destination""}]"
Há um comboio para Lisboa?,NOT_FRENCH,[]
Goedemorgen,NOT_FRENCH,[]
Obrigado,NOT_FRENCH,[]
Trains disponibles Clermont-Ferrand → Parakou,NOT_TRIP,[]
Je vais à Lille depuis Argenteuil cet après-midi,TRIP,"[{""start"": 23, ""end"": 33, ""label"": ""Departure""}, {""start"": 10, ""end"": 15, ""label"": ""Destination""}]"
Hoe laat vertrekt de trein?,NOT_FRENCH,[]
Aller de Metz vers Abomey,TRIP,"[{""start"": 9, ""end"": 13, ""label"": ""Departure""}, {""start"": 19, ""end"": 25, ""label"": ""Destination""}]"
"Hello, how are you?",NOT_FRENCH,[]
Je vais de Lille à Paris pour affaires,TRIP,"[{""start"": 11, ""end"": 16, ""label"": ""Departure""}, {""start"": 19, ""end"": 24, ""label"": ""Destination""}]"
Quanto costa andare a Firenze?,NOT_FRENCH,[]
Avez-vous des places disponibles pour Annecy Nikki,NOT_TRIP,[]
Devo andare a Venezia,NOT_FRENCH,[]
I would like a ticket to Manchester,NOT_FRENCH,[]
Aller de Brest vers Aix-en-Provence,TRIP,"[{""start"": 9, ""end"": 14, ""label"": ""Departure""}, {""start"": 20, ""end"": 35, ""label"": ""Destination""}]"
Horarios de tren por favor,NOT_FRENCH,[]
!!!???,UNKNOWN,[]
Bom dia,NOT_FRENCH,[]
Avez-vous des disponibilités pour un trajet Rennes Abomey,TRIP,"[{""start"": 44, ""end"": 50, ""label"": ""Departure""}, {""start"": 51, ""end"": 57, ""label"": ""Destination""}]"
Je dois aller de Saint-Étienne à Natitingou pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 30, ""label"": ""Departure""}, {""start"": 33, ""end"": 43, ""label"": ""Destination""}]"
Réservation Lokossa → Aix-en-Provence,NOT_TRIP,[]
Je voudrais réserver Besançon Toulon,NOT_TRIP,[]
lol lol lol,UNKNOWN,[]
Quels sont les horaires Bordeaux Villeurbanne,NOT_TRIP,[]
"Ein Zug nach Stuttgart, bitte",NOT_FRENCH,[]
Grazie mille,NOT_FRENCH,[]
I need to go to Birmingham,NOT_FRENCH,[]
C'est possible d'aller de Saint-Denis à Natitingou,TRIP,"[{""start"": 26, ""end"": 37, ""label"": ""Departure""}, {""start"": 40, ""end"": 50, ""label"": ""Destination""}]"
Comment commander un billet Paris Allada,NOT_TRIP,[]
Obrigado,NOT_FRENCH,[]
Comment prendre un billet Comè Montpellier,NOT_TRIP,[]
Puis-je commander un aller simple pour Ouidah Nice,NOT_TRIP,[]
Angers → Rennes,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 15, ""label"": ""Destination""}]"
À quelle heure y a-t-il des trains de Orléans à Allada,NOT_TRIP,[]
Gracias por su ayuda,NOT_FRENCH,[]
Puis-je commander un aller simple pour Sakété Clermont-Ferrand,NOT_TRIP,[]
Buenos días,NOT_FRENCH,[]
Amiens → Nice,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 13, ""label"": ""Destination""}]"
uzww,UNKNOWN,[]
J'aimerais une réservation Argenteuil - Tours,NOT_TRIP,[]
Bonne journée,NOT_TRIP,[]
Je dois aller de Metz à Grenoble pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 21, ""label"": ""Departure""}, {""start"": 24, ""end"": 32, ""label"": ""Destination""}]"
Goedemorgen,NOT_FRENCH,[]
Comment commander un billet Paris Kétou,NOT_TRIP,[]
Quiero un billete para Madrid,NOT_FRENCH,[]
Quels sont les horaires de train pour Porto-Novo Amiens,NOT_TRIP,[]
Buongiorno,NOT_FRENCH,[]
uzww,UNKNOWN,[]
A che ora parte il treno?,NOT_FRENCH,[]
J'aimerais une réservation Saint-Étienne - Lyon,NOT_TRIP,[]
Puis-je commander un aller simple pour Nantes Lyon,NOT_TRIP,[]
Félicitations pour votre travail,NOT_TRIP,[]
"Good morning, I need assistance",NOT_FRENCH,[]
Hoeveel kost het om naar Utrecht te gaan?,NOT_FRENCH,[]
Je pars de Malanville vers Montreuil pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 21, ""label"": ""Departure""}, {""start"": 27, ""end"": 36, ""label"": ""Destination""}]"
J'ai besoin d'un compte-rendu,NOT_TRIP,[]
qsdfghjklm,UNKNOWN,[]
Quels sont les horaires Saint-Denis Dijon,NOT_TRIP,[]
Merci pour votre aide,NOT_TRIP,[]
Grazie mille,NOT_FRENCH,[]
Je dois me rendre de Nîmes à Lyon,TRIP,"[{""start"": 21, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 33, ""label"": ""Destination""}]"
Aller de Ouidah vers Montpellier,TRIP,"[{""start"": 9, ""end"": 15, ""label"": ""Departure""}, {""start"": 21, ""end"": 32, ""label"": ""Destination""}]"
Horaires de train Allada - Marseille,NOT_TRIP,[]
Savé - Sakété,TRIP,"[{""start"": 0, ""end"": 4, ""label"": ""Departure""}, {""start"": 7, ""end"": 13, ""label"": ""Destination""}]"
Puis-je commander un aller simple pour Lille Le Havre,NOT_TRIP,[]
Je cherche un train Le Havre Limoges,NOT_TRIP,[]
Lokossa Nikki,TRIP,"[{""start"": 0, ""end"": 7, ""label"": ""Departure""}, {""start"": 8, ""end"": 13, ""label"": ""Destination""}]"
Réservation Parakou → Aix-en-Provence,NOT_TRIP,[]
euh...,UNKNOWN,[]
A que horas sai o comboio?,NOT_FRENCH,[]
Quanto custa ir a Coimbra?,NOT_FRENCH,[]
uzww,UNKNOWN,[]
Je dois me rendre de Reims à Grenoble,TRIP,"[{""start"": 21, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 37, ""label"": ""Destination""}]"
depuis Clermont-Ferrand jusqu'à Lyon,TRIP,"[{""start"": 7, ""end"": 23, ""label"": ""Departure""}, {""start"": 32, ""end"": 36, ""label"": ""Destination""}]"
Je souhaite me déplacer de Argenteuil à Strasbourg,TRIP,"[{""start"": 27, ""end"": 37, ""label"": ""Departure""}, {""start"": 40, ""end"": 50, ""label"": ""Destination""}]"
Félicitations pour votre travail,NOT_TRIP,[]
hein?,UNKNOWN,[]
Je veux un billet Amiens Montreuil,NOT_TRIP,[]
J'ai besoin d'un compte-rendu,NOT_TRIP,[]
Quel est le meilleur moyen pour aller de Montpellier vers Reims,TRIP,"[{""start"": 41, ""end"": 52, ""label"": ""Departure""}, {""start"": 58, ""end"": 63, ""label"": ""Destination""}]"
Je pars de Nîmes vers Amiens pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 16, ""label"": ""Departure""}, {""start"": 22, ""end"": 28, ""label"": ""Destination""}]"
Je vais de Pobè à Amiens pour affaires,TRIP,"[{""start"": 11, ""end"": 15, ""label"": ""Departure""}, {""start"": 18, ""end"": 24, ""label"": ""Destination""}]"
uzww,UNKNOWN,[]
What time does the train leave?,NOT_FRENCH,[]
Je compte partir de Tchaourou vers Marseille,TRIP,"[{""start"": 20, ""end"": 29, ""label"": ""Departure""}, {""start"": 35, ""end"": 44, ""label"": ""Destination""}]"
Je dois aller de Nikki à Ouidah pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 22, ""label"": ""Departure""}, {""start"": 25, ""end"": 31, ""label"": ""Destination""}]"
Trajet Argenteuil → Grenoble,TRIP,"[{""start"": 7, ""end"": 17, ""label"": ""Departure""}, {""start"": 20, ""end"": 28, ""label"": ""Destination""}]"
Aller de Nice vers Le Mans,TRIP,"[{""start"": 9, ""end"": 13, ""label"": ""Departure""}, {""start"": 19, ""end"": 26, ""label"": ""Destination""}]"
Pouvez-vous me donner un billet de Rennes à Nice,NOT_TRIP,[]
J'aimerais une réservation Nikki - Parakou,NOT_TRIP,[]
Je dois aller de Allada à Lyon pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 23, ""label"": ""Departure""}, {""start"": 26, ""end"": 30, ""label"": ""Destination""}]"
Départ: Lille Destination: Metz,TRIP,"[{""start"": 8, ""end"": 13, ""label"": ""Departure""}, {""start"": 27, ""end"": 31, ""label"": ""Destination""}]"
Trajet de Bassila à Pobè pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 17, ""label"": ""Departure""}, {""start"": 20, ""end"": 24, ""label"": ""Destination""}]"
Gibt es einen Zug nach Berlin?,NOT_FRENCH,[]
Je dois aller de Metz à Nancy pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 21, ""label"": ""Departure""}, {""start"": 24, ""end"": 29, ""label"": ""Destination""}]"
Pouvez-vous me donner les horaires Toulon Bordeaux,NOT_TRIP,[]
J'aimerais aller de Lyon à Aix-en-Provence,TRIP,"[{""start"": 20, ""end"": 24, ""label"": ""Departure""}, {""start"": 27, ""end"": 42, ""label"": ""Destination""}]"
Gracias por su ayuda,NOT_FRENCH,[]
Je pars demain de Villeurbanne à Clermont-Ferrand,TRIP,"[{""start"": 18, ""end"": 30, ""label"": ""Departure""}, {""start"": 33, ""end"": 49, ""label"": ""Destination""}]"
Parakou Bordeaux,TRIP,"[{""start"": 0, ""end"": 7, ""label"": ""Departure""}, {""start"": 8, ""end"": 16, ""label"": ""Destination""}]"
Comment puis-je vous contacter,NOT_TRIP,[]
Pouvez-vous me transférer le document,NOT_TRIP,[]
Quel est le prix du billet Amiens Natitingou,NOT_TRIP,[]
Je souhaite me déplacer de Amiens à Boulogne-Billancourt,TRIP,"[{""start"": 27, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 56, ""label"": ""Destination""}]"
Il reste des places pour Sakété Grenoble,NOT_TRIP,[]
C'est possible d'aller de Allada à Montreuil,TRIP,"[{""start"": 26, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 44, ""label"": ""Destination""}]"
Quiero un billete para Madrid,NOT_FRENCH,[]
Merci de me faire parvenir le rapport,NOT_TRIP,[]
Bonne journée,NOT_TRIP,[]
Je pars demain de Lokossa à Montpellier,TRIP,"[{""start"": 18, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 39, ""label"": ""Destination""}]"
euh...,UNKNOWN,[]
Je voyage ce soir de Le Mans vers Montpellier,TRIP,"[{""start"": 21, ""end"": 28, ""label"": ""Departure""}, {""start"": 34, ""end"": 45, ""label"": ""Destination""}]"
Comment puis-je vous contacter,NOT_TRIP,[]
Je cherche un train Reims Abomey,NOT_TRIP,[]
Je dois effectuer le trajet Nîmes Clermont-Ferrand,TRIP,"[{""start"": 28, ""end"": 33, ""label"": ""Departure""}, {""start"": 34, ""end"": 50, ""label"": ""Destination""}]"
Je vais de Villeurbanne à Reims pour affaires,TRIP,"[{""start"": 11, ""end"": 23, ""label"": ""Departure""}, {""start"": 26, ""end"": 31, ""label"": ""Destination""}]"
J'ai besoin d'un compte-rendu,NOT_TRIP,[]
Tours / Parakou,TRIP,"[{""start"": 0, ""end"": 5, ""label"": ""Departure""}, {""start"": 8, ""end"": 15, ""label"": ""Destination""}]"
I would like a ticket to Manchester,NOT_FRENCH,[]
Merci de me faire parvenir le rapport,NOT_TRIP,[]
J'aimerais aller de Cotonou à Lokossa,TRIP,"[{""start"": 20, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 37, ""label"": ""Destination""}]"
Je désire un aller-retour de Bassila vers Montpellier,NOT_TRIP,[]
iiii,UNKNOWN,[]
Comment puis-je vous contacter,NOT_TRIP,[]
grrr,UNKNOWN,[]
Je dois me rendre de Brest à Pobè,TRIP,"[{""start"": 21, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 33, ""label"": ""Destination""}]"
Y a-t-il un train Kétou-Savé,NOT_TRIP,[]
Un billet pour Djougou Sakété,NOT_TRIP,[]
¿Cuánto cuesta ir a Valencia?,NOT_FRENCH,[]
Y a-t-il encore de la place Nantes - Djougou,NOT_TRIP,[]
Pourrais-je avoir un trajet Lille - Porto-Novo,TRIP,"[{""start"": 28, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 46, ""label"": ""Destination""}]"
Je compte partir de Brest vers Besançon,TRIP,"[{""start"": 20, ""end"": 25, ""label"": ""Departure""}, {""start"": 31, ""end"": 39, ""label"": ""Destination""}]"
Comment puis-je vous contacter,NOT_TRIP,[]
Je compte partir de Saint-Denis vers Comè,TRIP,"[{""start"": 20, ""end"": 31, ""label"": ""Departure""}, {""start"": 37, ""end"": 41, ""label"": ""Destination""}]"
Can you help me find a train?,NOT_FRENCH,[]
Réservation Boulogne-Billancourt → Le Mans,NOT_TRIP,[]
Bonne journée,NOT_TRIP,[]
Horaires de train Lille - Malanville,NOT_TRIP,[]
Merci de me faire parvenir le rapport,NOT_TRIP,[]
Je pars demain de Parakou à Sakété,TRIP,"[{""start"": 18, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 34, ""label"": ""Destination""}]"
lol lol lol,UNKNOWN,[]
How much does it cost to go to Edinburgh?,NOT_FRENCH,[]
Je dois aller de Brest à Le Havre pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 22, ""label"": ""Departure""}, {""start"": 25, ""end"": 33, ""label"": ""Destination""}]"
Billet de Le Mans à Strasbourg,NOT_TRIP,[]
Comment commander un billet Orléans Comè,NOT_TRIP,[]
Je veux aller de Amiens à Nancy,TRIP,"[{""start"": 17, ""end"": 23, ""label"": ""Departure""}, {""start"": 26, ""end"": 31, ""label"": ""Destination""}]"
À quelle heure y a-t-il des trains de Nancy à Lokossa,NOT_TRIP,[]
Avez-vous des disponibilités pour un trajet Aix-en-Provence Natitingou,TRIP,"[{""start"": 44, ""end"": 59, ""label"": ""Departure""}, {""start"": 60, ""end"": 70, ""label"": ""Destination""}]"
Je désire un trajet de Pobè à Angers,TRIP,"[{""start"": 23, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 36, ""label"": ""Destination""}]"
quoi?,UNKNOWN,[]
"Ein Zug nach Stuttgart, bitte",NOT_FRENCH,[]
qsdfghjklm,UNKNOWN,[]
de Villeurbanne vers Angers,TRIP,"[{""start"": 3, ""end"": 15, ""label"": ""Departure""}, {""start"": 21, ""end"": 27, ""label"": ""Destination""}]"
Vorrei un biglietto per Milano,NOT_FRENCH,[]
Je désire un trajet de Kandi à Brest,TRIP,"[{""start"": 23, ""end"": 28, ""label"": ""Departure""}, {""start"": 31, ""end"": 36, ""label"": ""Destination""}]"
Quels sont les horaires Kandi Savé,NOT_TRIP,[]
euh...,UNKNOWN,[]
Trajet Amiens → Lokossa,TRIP,"[{""start"": 7, ""end"": 13, ""label"": ""Departure""}, {""start"": 16, ""end"": 23, ""label"": ""Destination""}]"
Je pars demain de Natitingou à Toulon,TRIP,"[{""start"": 18, ""end"": 28, ""label"": ""Departure""}, {""start"": 31, ""end"": 37, ""label"": ""Destination""}]"
Avez-vous des places disponibles pour Cotonou Abomey,NOT_TRIP,[]
Je voudrais réserver Tours Le Mans,NOT_TRIP,[]
Avez-vous des places disponibles pour Lille Aix-en-Provence,NOT_TRIP,[]
de Bassila vers Kétou,TRIP,"[{""start"": 3, ""end"": 10, ""label"": ""Departure""}, {""start"": 16, ""end"": 21, ""label"": ""Destination""}]"
zzz,UNKNOWN,[]
Je désire un trajet de Nice à Metz,TRIP,"[{""start"": 23, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 34, ""label"": ""Destination""}]"
depuis Kandi jusqu'à Villeurbanne,TRIP,"[{""start"": 7, ""end"": 12, ""label"": ""Departure""}, {""start"": 21, ""end"": 33, ""label"": ""Destination""}]"
Comment commander un billet Nice Nikki,NOT_TRIP,[]
Je souhaite me déplacer de Kandi à Orléans,TRIP,"[{""start"": 27, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 42, ""label"": ""Destination""}]"
Je souhaite obtenir mon trajet Saint-Denis vers Tours,TRIP,"[{""start"": 31, ""end"": 42, ""label"": ""Departure""}, {""start"": 48, ""end"": 53, ""label"": ""Destination""}]"
Je souhaite obtenir mon trajet Villeurbanne vers Limoges,TRIP,"[{""start"": 31, ""end"": 43, ""label"": ""Departure""}, {""start"": 49, ""end"": 56, ""label"": ""Destination""}]"
Allada / Rennes,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 15, ""label"": ""Destination""}]"
Je me déplace la semaine prochaine de Parakou à Rennes,TRIP,"[{""start"": 38, ""end"": 45, ""label"": ""Departure""}, {""start"": 48, ""end"": 54, ""label"": ""Destination""}]"
Pourrais-je avoir un trajet Djougou - Villeurbanne,TRIP,"[{""start"": 28, ""end"": 35, ""label"": ""Departure""}, {""start"": 38, ""end"": 50, ""label"": ""Destination""}]"
Je veux aller de Ouidah à Besançon,TRIP,"[{""start"": 17, ""end"": 23, ""label"": ""Departure""}, {""start"": 26, ""end"": 34, ""label"": ""Destination""}]"
Ik wil een ticket naar Rotterdam,NOT_FRENCH,[]
¿Hay un tren a Barcelona?,NOT_FRENCH,[]
De Rennes jusqu'à Djougou,TRIP,"[{""start"": 3, ""end"": 9, ""label"": ""Departure""}, {""start"": 18, ""end"": 25, ""label"": ""Destination""}]"
C'est possible d'aller de Strasbourg à Toulouse,TRIP,"[{""start"": 26, ""end"": 36, ""label"": ""Departure""}, {""start"": 39, ""end"": 47, ""label"": ""Destination""}]"
quoi?,UNKNOWN,[]
Je pars demain de Cotonou à Limoges,TRIP,"[{""start"": 18, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 35, ""label"": ""Destination""}]"
